DATE,TIME,TRADE,VOLUME
06.10.2010,08:00:00,3406.5,57
06.10.2010,08:00:00,3405.5,2
06.10.2010,08:00:00,3405.5,2
06.10.2010,08:00:00,3406.5,1
06.10.2010,08:00:00,3405,2
06.10.2010,08:00:01,3406.5,2
06.10.2010,08:00:01,3407,1
06.10.2010,08:00:02,3407,1
06.10.2010,08:00:02,3407,1
06.10.2010,08:00:02,3405,1
06.10.2010,08:00:05,3407,1
06.10.2010,08:00:07,3405.5,1
06.10.2010,08:00:08,3404.5,1
06.10.2010,08:00:08,3404,1
06.10.2010,08:00:09,3404,1
06.10.2010,08:00:09,3405.5,1
06.10.2010,08:00:11,3404,2
06.10.2010,08:00:15,3404,2
06.10.2010,08:00:15,3404.5,1
06.10.2010,08:00:15,3403.5,1
06.10.2010,08:00:20,3403.5,1
06.10.2010,08:00:24,3403,1
06.10.2010,08:00:26,3402.5,1
06.10.2010,08:00:26,3402,4
06.10.2010,08:00:26,3402,10
06.10.2010,08:00:28,3401.5,2
06.10.2010,08:00:28,3402,4
06.10.2010,08:00:31,3403,15
06.10.2010,08:00:35,3402,1
06.10.2010,08:00:36,3403,1
06.10.2010,08:00:36,3403,1
06.10.2010,08:00:38,3403.5,1
06.10.2010,08:00:41,3404,7
06.10.2010,08:00:41,3404.5,3
06.10.2010,08:00:42,3404,1
06.10.2010,08:00:42,3403.5,2
06.10.2010,08:00:42,3403.5,3
06.10.2010,08:00:42,3403,1
06.10.2010,08:00:45,3403,3
06.10.2010,08:00:46,3403,3
06.10.2010,08:00:50,3402.5,1
06.10.2010,08:00:54,3402,1
06.10.2010,08:00:56,3402,6
06.10.2010,08:00:56,3401.5,1
06.10.2010,08:00:57,3402.5,3
06.10.2010,08:00:58,3402.5,3
06.10.2010,08:01:03,3402,1
06.10.2010,08:01:03,3402,4
06.10.2010,08:01:03,3401.5,1
06.10.2010,08:01:04,3401.5,2
06.10.2010,08:01:04,3401.5,1
06.10.2010,08:01:05,3401.5,2
06.10.2010,08:01:05,3401.5,3
06.10.2010,08:01:05,3401,2
06.10.2010,08:01:11,3402,1
06.10.2010,08:01:11,3401,2
06.10.2010,08:01:13,3401.5,2
06.10.2010,08:01:13,3401.5,1
06.10.2010,08:01:20,3402,1
06.10.2010,08:01:21,3401.5,1
06.10.2010,08:01:26,3401.5,8
06.10.2010,08:01:26,3402,2
06.10.2010,08:01:29,3401.5,1
06.10.2010,08:01:32,3401.5,2
06.10.2010,08:01:32,3402,3
06.10.2010,08:01:32,3402.5,1
06.10.2010,08:01:35,3402.5,1
06.10.2010,08:01:35,3402.5,1
06.10.2010,08:01:36,3402,1
06.10.2010,08:01:37,3402,1
06.10.2010,08:01:37,3402,1
06.10.2010,08:01:39,3402.5,1
06.10.2010,08:01:40,3402.5,2
06.10.2010,08:01:50,3402.5,1
06.10.2010,08:01:51,3402,1
06.10.2010,08:01:51,3401.5,9
06.10.2010,08:01:56,3402.5,1
06.10.2010,08:01:57,3403,5
06.10.2010,08:01:57,3403,1
06.10.2010,08:01:57,3403,1
06.10.2010,08:01:57,3403,2
06.10.2010,08:01:57,3402.5,3
06.10.2010,08:01:59,3403,2
06.10.2010,08:02:00,3402.5,4
06.10.2010,08:02:00,3403.5,2
06.10.2010,08:02:01,3403.5,1
06.10.2010,08:02:01,3403.5,1
06.10.2010,08:02:04,3404,1
06.10.2010,08:02:06,3404.5,2
06.10.2010,08:02:06,3404,1
06.10.2010,08:02:06,3404,1
06.10.2010,08:02:09,3404,1
06.10.2010,08:02:11,3404,1
06.10.2010,08:02:11,3404.5,2
06.10.2010,08:02:12,3404,2
06.10.2010,08:02:19,3404.5,1
06.10.2010,08:02:20,3405,2
06.10.2010,08:02:20,3405,5
06.10.2010,08:02:21,3405,10
06.10.2010,08:02:22,3405,5
06.10.2010,08:02:24,3405,1
06.10.2010,08:02:26,3405,4
06.10.2010,08:02:28,3405,10
06.10.2010,08:02:28,3405,6
06.10.2010,08:02:37,3404.5,1
06.10.2010,08:02:38,3405,2
06.10.2010,08:02:38,3405.5,8
06.10.2010,08:02:39,3405,1
06.10.2010,08:02:39,3405,2
06.10.2010,08:02:44,3405.5,1
06.10.2010,08:02:45,3405.5,1
06.10.2010,08:02:46,3405.5,1
06.10.2010,08:02:50,3406,4
06.10.2010,08:02:50,3406,2
06.10.2010,08:02:58,3406,2
06.10.2010,08:02:59,3406,1
06.10.2010,08:03:01,3406,4
06.10.2010,08:03:03,3406,1
06.10.2010,08:03:05,3406,7
06.10.2010,08:03:05,3405.5,1
06.10.2010,08:03:06,3405.5,1
06.10.2010,08:03:06,3405.5,1
06.10.2010,08:03:10,3406,2
06.10.2010,08:03:13,3406,1
06.10.2010,08:03:17,3406,2
06.10.2010,08:03:18,3407,1
06.10.2010,08:03:18,3407,1
06.10.2010,08:03:20,3407,1
06.10.2010,08:03:26,3407.5,1
06.10.2010,08:03:26,3407.5,1
06.10.2010,08:03:26,3407.5,1
06.10.2010,08:03:27,3407.5,2
06.10.2010,08:03:27,3407.5,8
06.10.2010,08:03:28,3407.5,1
06.10.2010,08:03:30,3407.5,2
06.10.2010,08:03:38,3407.5,8
06.10.2010,08:03:39,3407.5,3
06.10.2010,08:03:39,3407.5,2
06.10.2010,08:03:44,3407.5,1
06.10.2010,08:03:44,3407.5,1
06.10.2010,08:03:44,3407.5,3
06.10.2010,08:03:44,3407.5,3
06.10.2010,08:03:44,3407,1
06.10.2010,08:03:48,3407,1
06.10.2010,08:03:49,3407,1
06.10.2010,08:03:50,3407,5
06.10.2010,08:03:50,3406.5,2
06.10.2010,08:03:50,3407,4
06.10.2010,08:03:50,3407,1
06.10.2010,08:03:51,3407,3
06.10.2010,08:03:51,3407,2
06.10.2010,08:03:54,3407,1
06.10.2010,08:03:54,3407.5,4
06.10.2010,08:03:54,3407.5,5
06.10.2010,08:03:55,3407,2
06.10.2010,08:03:56,3406.5,1
06.10.2010,08:03:56,3407,2
06.10.2010,08:03:56,3407,2
06.10.2010,08:04:00,3407,1
06.10.2010,08:04:03,3406.5,1
06.10.2010,08:04:04,3406.5,1
06.10.2010,08:04:04,3406.5,1
06.10.2010,08:04:04,3406,1
06.10.2010,08:04:09,3406,1
06.10.2010,08:04:09,3405.5,7
06.10.2010,08:04:09,3406.5,3
06.10.2010,08:04:10,3406,1
06.10.2010,08:04:11,3405.5,1
06.10.2010,08:04:13,3405,2
06.10.2010,08:04:14,3404.5,10
06.10.2010,08:04:33,3405,2
06.10.2010,08:04:44,3405.5,1
06.10.2010,08:04:44,3405.5,1
06.10.2010,08:04:45,3405,1
06.10.2010,08:04:48,3405.5,2
06.10.2010,08:04:56,3405.5,1
06.10.2010,08:04:56,3406,3
06.10.2010,08:04:57,3406,1
06.10.2010,08:04:58,3406.5,1
06.10.2010,08:04:59,3407,2
06.10.2010,08:05:11,3406,2
06.10.2010,08:05:43,3405,2
06.10.2010,08:05:51,3404.5,5
06.10.2010,08:06:04,3404,5
06.10.2010,08:06:04,3404,20
06.10.2010,08:06:12,3404.5,1
06.10.2010,08:06:43,3402,1
06.10.2010,08:06:43,3402,5
06.10.2010,08:06:51,3402,4
06.10.2010,08:06:51,3402,1
06.10.2010,08:06:51,3402,1
06.10.2010,08:06:54,3402.5,1
06.10.2010,08:06:59,3403.5,1
06.10.2010,08:07:11,3403,4
06.10.2010,08:07:11,3403,3
06.10.2010,08:07:20,3402.5,1
06.10.2010,08:07:20,3401.5,1
06.10.2010,08:07:22,3402,1
06.10.2010,08:07:37,3402.5,1
06.10.2010,08:07:37,3402,3
06.10.2010,08:07:37,3401,1
06.10.2010,08:07:37,3401,1
06.10.2010,08:07:39,3401.5,1
06.10.2010,08:07:39,3401.5,1
06.10.2010,08:07:39,3402,1
06.10.2010,08:07:39,3402,1
06.10.2010,08:07:39,3402.5,1
06.10.2010,08:07:39,3403,2
06.10.2010,08:07:39,3402,1
06.10.2010,08:07:39,3401,1
06.10.2010,08:07:44,3401.5,1
06.10.2010,08:07:44,3401,2
06.10.2010,08:07:44,3401,2
06.10.2010,08:07:44,3401,1
06.10.2010,08:07:44,3401,1
06.10.2010,08:07:44,3401,12
06.10.2010,08:07:44,3401,1
06.10.2010,08:07:44,3401,1
06.10.2010,08:07:44,3401,12
06.10.2010,08:07:45,3401,3
06.10.2010,08:07:45,3401,1
06.10.2010,08:07:45,3401,1
06.10.2010,08:07:45,3401,8
06.10.2010,08:07:45,3401,1
06.10.2010,08:07:46,3401,1
06.10.2010,08:07:46,3401,1
06.10.2010,08:07:52,3400.5,4
06.10.2010,08:07:53,3400,1
06.10.2010,08:07:53,3400,1
06.10.2010,08:07:53,3400,3
06.10.2010,08:07:53,3400,3
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,2
06.10.2010,08:07:53,3400,2
06.10.2010,08:07:53,3400,2
06.10.2010,08:07:53,3400,2
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,5
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:53,3400,4
06.10.2010,08:07:56,3399,1
06.10.2010,08:07:56,3398.5,1
06.10.2010,08:08:02,3398.5,1
06.10.2010,08:08:03,3398,1
06.10.2010,08:08:04,3398.5,2
06.10.2010,08:08:05,3398.5,1
06.10.2010,08:08:10,3399,1
06.10.2010,08:08:11,3398.5,1
06.10.2010,08:08:16,3398,1
06.10.2010,08:08:16,3398,5
06.10.2010,08:08:38,3399,1
06.10.2010,08:09:19,3399.5,1
06.10.2010,08:09:38,3399.5,2
06.10.2010,08:09:42,3398.5,1
06.10.2010,08:09:42,3399,2
06.10.2010,08:09:47,3399.5,1
06.10.2010,08:09:53,3400,8
06.10.2010,08:09:53,3400,2
06.10.2010,08:09:53,3400,8
06.10.2010,08:09:53,3400,2
06.10.2010,08:09:56,3399.5,2
06.10.2010,08:10:02,3399.5,2
06.10.2010,08:10:02,3399,2
06.10.2010,08:10:06,3400.5,1
06.10.2010,08:10:08,3400,1
06.10.2010,08:10:09,3400.5,1
06.10.2010,08:10:09,3400,1
06.10.2010,08:10:09,3400,2
06.10.2010,08:10:09,3399.5,1
06.10.2010,08:10:13,3400.5,2
06.10.2010,08:10:13,3400,3
06.10.2010,08:10:13,3400,1
06.10.2010,08:10:19,3400.5,2
06.10.2010,08:10:42,3400.5,1
06.10.2010,08:11:01,3400,1
06.10.2010,08:11:01,3400,1
06.10.2010,08:11:14,3400.5,1
06.10.2010,08:11:18,3400.5,1
06.10.2010,08:11:18,3400.5,3
06.10.2010,08:11:18,3400.5,1
06.10.2010,08:11:25,3401,2
06.10.2010,08:11:25,3401,1
06.10.2010,08:11:27,3401,2
06.10.2010,08:11:30,3401.5,2
06.10.2010,08:11:30,3402,5
06.10.2010,08:11:30,3402.5,10
06.10.2010,08:11:30,3403,1
06.10.2010,08:11:31,3403,1
06.10.2010,08:11:31,3403,1
06.10.2010,08:11:34,3403.5,2
06.10.2010,08:11:34,3403.5,1
06.10.2010,08:11:35,3403.5,1
06.10.2010,08:11:35,3404,1
06.10.2010,08:11:36,3404,1
06.10.2010,08:11:36,3403,1
06.10.2010,08:11:38,3404.5,1
06.10.2010,08:11:48,3405,1
06.10.2010,08:11:49,3404.5,6
06.10.2010,08:11:49,3404,5
06.10.2010,08:11:49,3404,6
06.10.2010,08:11:53,3404.5,6
06.10.2010,08:11:53,3405,1
06.10.2010,08:11:54,3404.5,1
06.10.2010,08:11:57,3404.5,2
06.10.2010,08:11:57,3404,4
06.10.2010,08:11:59,3404,2
06.10.2010,08:11:59,3404,1
06.10.2010,08:11:59,3404,17
06.10.2010,08:11:59,3404,3
06.10.2010,08:11:59,3404,8
06.10.2010,08:11:59,3404,8
06.10.2010,08:11:59,3404,1
06.10.2010,08:11:59,3404,3
06.10.2010,08:11:59,3404,2
06.10.2010,08:12:01,3404.5,1
06.10.2010,08:12:08,3404.5,1
06.10.2010,08:12:08,3404.5,1
06.10.2010,08:12:09,3405,1
06.10.2010,08:12:16,3404.5,2
06.10.2010,08:12:16,3404,1
06.10.2010,08:12:16,3404,11
06.10.2010,08:12:16,3403.5,1
06.10.2010,08:12:16,3403.5,2
06.10.2010,08:12:16,3403,4
06.10.2010,08:12:17,3402.5,1
06.10.2010,08:12:19,3402,1
06.10.2010,08:12:19,3401.5,1
06.10.2010,08:12:23,3402,1
06.10.2010,08:12:23,3402,1
06.10.2010,08:12:24,3401.5,1
06.10.2010,08:12:25,3401.5,1
06.10.2010,08:12:29,3401.5,1
06.10.2010,08:12:32,3402.5,1
06.10.2010,08:12:45,3403,1
06.10.2010,08:12:45,3403.5,1
06.10.2010,08:12:45,3404,2
06.10.2010,08:12:45,3404.5,1
06.10.2010,08:12:48,3404.5,2
06.10.2010,08:12:55,3404.5,1
06.10.2010,08:13:18,3404.5,2
06.10.2010,08:13:18,3404.5,2
06.10.2010,08:13:23,3405,1
06.10.2010,08:13:31,3405,1
06.10.2010,08:13:36,3405,1
06.10.2010,08:13:36,3404.5,1
06.10.2010,08:13:39,3405.5,2
06.10.2010,08:13:57,3406,2
06.10.2010,08:13:58,3406,1
06.10.2010,08:13:59,3406,1
06.10.2010,08:14:01,3406.5,1
06.10.2010,08:14:01,3406.5,1
06.10.2010,08:14:01,3407,3
06.10.2010,08:14:07,3406.5,1
06.10.2010,08:14:08,3407,3
06.10.2010,08:14:08,3407,3
06.10.2010,08:14:08,3407,3
06.10.2010,08:14:08,3407,3
06.10.2010,08:14:09,3407,1
06.10.2010,08:14:10,3407,6
06.10.2010,08:14:10,3407,2
06.10.2010,08:14:10,3407,3
06.10.2010,08:14:11,3407,3
06.10.2010,08:14:13,3406.5,1
06.10.2010,08:14:14,3406.5,1
06.10.2010,08:14:14,3407,1
06.10.2010,08:14:14,3407,1
06.10.2010,08:14:14,3408,2
06.10.2010,08:14:14,3408,1
06.10.2010,08:14:14,3408,1
06.10.2010,08:14:14,3408.5,3
06.10.2010,08:14:14,3409,1
06.10.2010,08:14:14,3409,2
06.10.2010,08:14:14,3409,1
06.10.2010,08:14:14,3409,1
06.10.2010,08:14:15,3409,1
06.10.2010,08:14:15,3409,1
06.10.2010,08:14:16,3408,1
06.10.2010,08:14:21,3408,1
06.10.2010,08:14:21,3408,1
06.10.2010,08:14:27,3408,6
06.10.2010,08:14:27,3407.5,4
06.10.2010,08:14:33,3408,1
06.10.2010,08:14:33,3408,1
06.10.2010,08:14:36,3408.5,1
06.10.2010,08:14:36,3408.5,3
06.10.2010,08:14:36,3409,1
06.10.2010,08:14:37,3408,1
06.10.2010,08:14:37,3408,1
06.10.2010,08:14:37,3408.5,1
06.10.2010,08:14:46,3408.5,1
06.10.2010,08:14:46,3408.5,1
06.10.2010,08:14:49,3408.5,2
06.10.2010,08:14:52,3408.5,1
06.10.2010,08:14:53,3408.5,2
06.10.2010,08:14:54,3408,2
06.10.2010,08:14:56,3408.5,1
06.10.2010,08:15:03,3408.5,1
06.10.2010,08:15:03,3408.5,6
06.10.2010,08:15:03,3409,1
06.10.2010,08:15:03,3409,4
06.10.2010,08:15:03,3409,1
06.10.2010,08:15:03,3409.5,2
06.10.2010,08:15:03,3409.5,1
06.10.2010,08:15:03,3409.5,1
06.10.2010,08:15:05,3409.5,1
06.10.2010,08:15:05,3409.5,1
06.10.2010,08:15:05,3409,2
06.10.2010,08:15:10,3409,3
06.10.2010,08:15:25,3409,3
06.10.2010,08:15:25,3409,1
06.10.2010,08:15:25,3409.5,3
06.10.2010,08:15:25,3410,12
06.10.2010,08:15:25,3410.5,1
06.10.2010,08:15:25,3411,4
06.10.2010,08:15:25,3410.5,1
06.10.2010,08:15:25,3411,1
06.10.2010,08:15:25,3410.5,1
06.10.2010,08:15:25,3410,4
06.10.2010,08:15:25,3411,3
06.10.2010,08:15:25,3411.5,1
06.10.2010,08:15:25,3411.5,3
06.10.2010,08:15:25,3411.5,1
06.10.2010,08:15:27,3411.5,1
06.10.2010,08:15:27,3411,3
06.10.2010,08:15:30,3410.5,4
06.10.2010,08:15:34,3410,2
06.10.2010,08:15:34,3410,1
06.10.2010,08:15:39,3409.5,5
06.10.2010,08:15:40,3409.5,1
06.10.2010,08:15:42,3409.5,1
06.10.2010,08:15:42,3409,1
06.10.2010,08:15:43,3409,3
06.10.2010,08:15:47,3408.5,1
06.10.2010,08:15:47,3408.5,2
06.10.2010,08:16:09,3408.5,2
06.10.2010,08:16:15,3408,1
06.10.2010,08:16:15,3408,1
06.10.2010,08:16:18,3407.5,1
06.10.2010,08:16:18,3407.5,8
06.10.2010,08:16:18,3407.5,1
06.10.2010,08:16:19,3408.5,4
06.10.2010,08:16:24,3408,1
06.10.2010,08:16:24,3408,1
06.10.2010,08:16:31,3408,1
06.10.2010,08:16:36,3408.5,1
06.10.2010,08:16:41,3408.5,1
06.10.2010,08:16:41,3408.5,2
06.10.2010,08:16:41,3408.5,1
06.10.2010,08:16:52,3408.5,4
06.10.2010,08:16:52,3408.5,1
06.10.2010,08:16:53,3408.5,1
06.10.2010,08:16:54,3408.5,1
06.10.2010,08:16:55,3408.5,1
06.10.2010,08:16:55,3408.5,1
06.10.2010,08:17:08,3408.5,4
06.10.2010,08:17:08,3408.5,3
06.10.2010,08:17:08,3408.5,1
06.10.2010,08:17:16,3407.5,1
06.10.2010,08:17:16,3407.5,1
06.10.2010,08:17:29,3407,1
06.10.2010,08:17:43,3407.5,1
06.10.2010,08:17:53,3406.5,1
06.10.2010,08:17:53,3406.5,1
06.10.2010,08:18:07,3406,2
06.10.2010,08:18:09,3406,1
06.10.2010,08:18:43,3406,2
06.10.2010,08:18:43,3406,1
06.10.2010,08:18:43,3406,2
06.10.2010,08:18:56,3406.5,1
06.10.2010,08:19:00,3406.5,1
06.10.2010,08:19:00,3407.5,1
06.10.2010,08:19:00,3406.5,1
06.10.2010,08:19:01,3406.5,1
06.10.2010,08:19:01,3406.5,1
06.10.2010,08:19:12,3406.5,1
06.10.2010,08:19:12,3406.5,1
06.10.2010,08:19:24,3406.5,1
06.10.2010,08:19:24,3406.5,1
06.10.2010,08:19:31,3407,1
06.10.2010,08:19:37,3407.5,2
06.10.2010,08:19:43,3406.5,1
06.10.2010,08:19:48,3406.5,1
06.10.2010,08:19:59,3406,1
06.10.2010,08:20:00,3406,4
06.10.2010,08:20:00,3406,2
06.10.2010,08:20:01,3407.5,1
06.10.2010,08:20:03,3406.5,1
06.10.2010,08:20:53,3405.5,1
06.10.2010,08:21:15,3406.5,2
06.10.2010,08:21:15,3406.5,4
06.10.2010,08:21:26,3407,4
06.10.2010,08:21:26,3407.5,1
06.10.2010,08:21:42,3406,2
06.10.2010,08:21:47,3406,1
06.10.2010,08:21:47,3406.5,1
06.10.2010,08:21:49,3406,2
06.10.2010,08:21:49,3406,1
06.10.2010,08:21:49,3406,2
06.10.2010,08:21:49,3405.5,2
06.10.2010,08:21:56,3406,10
06.10.2010,08:22:06,3407,1
06.10.2010,08:22:10,3407,1
06.10.2010,08:22:14,3407.5,10
06.10.2010,08:22:19,3407.5,3
06.10.2010,08:22:19,3407.5,2
06.10.2010,08:22:19,3407.5,1
06.10.2010,08:22:19,3407.5,1
06.10.2010,08:22:19,3407.5,1
06.10.2010,08:22:21,3408.5,1
06.10.2010,08:22:22,3409,2
06.10.2010,08:22:23,3409,1
06.10.2010,08:22:30,3409.5,4
06.10.2010,08:22:30,3409.5,1
06.10.2010,08:22:37,3410,4
06.10.2010,08:22:37,3410,3
06.10.2010,08:22:40,3410,1
06.10.2010,08:22:40,3410,1
06.10.2010,08:22:41,3410,1
06.10.2010,08:22:50,3409.5,4
06.10.2010,08:22:50,3409.5,1
06.10.2010,08:22:50,3409.5,1
06.10.2010,08:22:55,3409.5,6
06.10.2010,08:23:04,3409.5,4
06.10.2010,08:23:06,3409.5,1
06.10.2010,08:23:07,3409.5,1
06.10.2010,08:23:07,3409.5,1
06.10.2010,08:23:07,3409.5,3
06.10.2010,08:23:10,3409.5,2
06.10.2010,08:23:10,3409.5,4
06.10.2010,08:23:13,3410,2
06.10.2010,08:23:18,3410,1
06.10.2010,08:23:18,3410,1
06.10.2010,08:23:18,3410,1
06.10.2010,08:23:18,3410,2
06.10.2010,08:23:25,3410,2
06.10.2010,08:23:26,3410,1
06.10.2010,08:23:27,3410,2
06.10.2010,08:23:33,3410,5
06.10.2010,08:23:33,3410,1
06.10.2010,08:23:33,3410,1
06.10.2010,08:23:33,3410,2
06.10.2010,08:23:34,3410.5,1
06.10.2010,08:23:39,3410.5,4
06.10.2010,08:23:39,3410,1
06.10.2010,08:23:41,3410,5
06.10.2010,08:23:42,3409.5,2
06.10.2010,08:23:42,3409.5,7
06.10.2010,08:23:42,3409,1
06.10.2010,08:23:42,3409,1
06.10.2010,08:23:50,3409,8
06.10.2010,08:23:50,3408.5,1
06.10.2010,08:23:50,3408.5,1
06.10.2010,08:23:50,3408,2
06.10.2010,08:23:52,3408,2
06.10.2010,08:23:52,3408,1
06.10.2010,08:23:52,3408,1
06.10.2010,08:24:01,3408.5,1
06.10.2010,08:24:21,3409,1
06.10.2010,08:24:31,3409.5,1
06.10.2010,08:24:53,3409,1
06.10.2010,08:24:53,3409,1
06.10.2010,08:24:53,3409,1
06.10.2010,08:24:53,3409,1
06.10.2010,08:24:53,3409,1
06.10.2010,08:24:53,3409,1
06.10.2010,08:24:53,3408.5,1
06.10.2010,08:24:59,3409.5,2
06.10.2010,08:25:27,3409,1
06.10.2010,08:25:30,3409,1
06.10.2010,08:25:30,3409,7
06.10.2010,08:25:32,3410,1
06.10.2010,08:25:32,3410,1
06.10.2010,08:25:35,3410,3
06.10.2010,08:25:40,3410.5,1
06.10.2010,08:25:46,3410,1
06.10.2010,08:25:50,3409.5,1
06.10.2010,08:25:54,3409,2
06.10.2010,08:25:57,3408.5,4
06.10.2010,08:26:07,3409,1
06.10.2010,08:26:07,3409,3
06.10.2010,08:26:07,3409,1
06.10.2010,08:26:07,3409,1
06.10.2010,08:26:15,3408.5,5
06.10.2010,08:26:18,3408.5,1
06.10.2010,08:26:18,3408.5,1
06.10.2010,08:26:18,3408,1
06.10.2010,08:26:22,3408,1
06.10.2010,08:26:26,3407.5,1
06.10.2010,08:26:27,3407.5,6
06.10.2010,08:26:28,3407,1
06.10.2010,08:26:29,3406.5,1
06.10.2010,08:27:05,3406.5,3
06.10.2010,08:27:06,3406.5,3
06.10.2010,08:27:07,3406.5,3
06.10.2010,08:27:07,3406.5,3
06.10.2010,08:27:11,3406,1
06.10.2010,08:27:13,3406,5
06.10.2010,08:27:15,3406,3
06.10.2010,08:27:15,3406.5,7
06.10.2010,08:27:18,3405.5,1
06.10.2010,08:27:37,3406,2
06.10.2010,08:27:37,3406.5,1
06.10.2010,08:27:38,3406,2
06.10.2010,08:27:45,3406.5,1
06.10.2010,08:27:45,3406.5,1
06.10.2010,08:27:54,3406.5,1
06.10.2010,08:27:54,3406,3
06.10.2010,08:27:54,3405.5,1
06.10.2010,08:27:54,3405.5,3
06.10.2010,08:28:00,3406.5,5
06.10.2010,08:28:02,3406,1
06.10.2010,08:28:09,3406.5,1
06.10.2010,08:28:28,3406,1
06.10.2010,08:28:30,3406.5,1
06.10.2010,08:28:30,3406.5,1
06.10.2010,08:28:31,3407,1
06.10.2010,08:28:31,3406.5,2
06.10.2010,08:28:37,3407,1
06.10.2010,08:28:39,3407,1
06.10.2010,08:28:45,3407,2
06.10.2010,08:28:48,3407,1
06.10.2010,08:28:53,3407,3
06.10.2010,08:28:57,3407,3
06.10.2010,08:29:07,3408,3
06.10.2010,08:29:48,3407,1
06.10.2010,08:30:11,3407.5,2
06.10.2010,08:30:11,3408,4
06.10.2010,08:30:11,3408.5,1
06.10.2010,08:30:21,3408,1
06.10.2010,08:30:22,3407,1
06.10.2010,08:30:30,3409,1
06.10.2010,08:30:33,3409.5,3
06.10.2010,08:30:36,3409.5,4
06.10.2010,08:30:42,3410.5,2
06.10.2010,08:30:42,3411,1
06.10.2010,08:30:57,3411,4
06.10.2010,08:31:00,3410.5,1
06.10.2010,08:31:01,3411,1
06.10.2010,08:31:03,3411.5,1
06.10.2010,08:31:11,3411.5,5
06.10.2010,08:31:17,3412,4
06.10.2010,08:31:27,3411.5,3
06.10.2010,08:31:30,3411,1
06.10.2010,08:31:32,3411,1
06.10.2010,08:31:47,3411,1
06.10.2010,08:31:47,3411.5,3
06.10.2010,08:31:52,3411,1
06.10.2010,08:31:52,3411.5,4
06.10.2010,08:32:33,3411,1
06.10.2010,08:32:52,3411.5,1
06.10.2010,08:32:56,3412,1
06.10.2010,08:33:20,3412,1
06.10.2010,08:33:37,3412,4
06.10.2010,08:33:38,3412,1
06.10.2010,08:33:56,3411.5,1
06.10.2010,08:33:56,3411.5,1
06.10.2010,08:33:56,3411.5,1
06.10.2010,08:33:57,3411.5,3
06.10.2010,08:33:58,3411,1
06.10.2010,08:34:02,3410.5,3
06.10.2010,08:34:19,3410.5,1
06.10.2010,08:34:21,3410,14
06.10.2010,08:34:21,3409.5,1
06.10.2010,08:34:26,3410.5,1
06.10.2010,08:34:26,3410,3
06.10.2010,08:34:28,3410,1
06.10.2010,08:34:43,3410,1
06.10.2010,08:34:57,3410,1
06.10.2010,08:35:02,3409.5,1
06.10.2010,08:35:03,3409.5,1
06.10.2010,08:35:04,3409.5,1
06.10.2010,08:35:10,3409.5,1
06.10.2010,08:35:13,3409.5,1
06.10.2010,08:35:13,3409.5,1
06.10.2010,08:35:25,3410,1
06.10.2010,08:35:29,3409.5,1
06.10.2010,08:35:47,3409.5,4
06.10.2010,08:35:51,3409.5,20
06.10.2010,08:36:15,3409.5,1
06.10.2010,08:37:38,3408.5,1
06.10.2010,08:37:38,3408.5,2
06.10.2010,08:37:45,3408,1
06.10.2010,08:37:45,3407.5,1
06.10.2010,08:37:48,3406,1
06.10.2010,08:37:52,3406,1
06.10.2010,08:37:56,3405,12
06.10.2010,08:37:56,3404.5,1
06.10.2010,08:37:56,3404.5,1
06.10.2010,08:37:57,3405,1
06.10.2010,08:38:00,3405,1
06.10.2010,08:38:01,3405,1
06.10.2010,08:38:08,3404,4
06.10.2010,08:38:13,3404,1
06.10.2010,08:38:15,3404,1
06.10.2010,08:38:27,3404.5,1
06.10.2010,08:38:28,3404,1
06.10.2010,08:38:28,3404,6
06.10.2010,08:38:28,3404,6
06.10.2010,08:38:29,3404,1
06.10.2010,08:38:32,3404.5,1
06.10.2010,08:38:32,3404.5,1
06.10.2010,08:38:40,3404.5,1
06.10.2010,08:38:59,3404,6
06.10.2010,08:38:59,3403.5,4
06.10.2010,08:38:59,3403,5
06.10.2010,08:39:01,3404,1
06.10.2010,08:39:15,3403,1
06.10.2010,08:39:22,3403,4
06.10.2010,08:39:22,3402.5,2
06.10.2010,08:39:22,3402,4
06.10.2010,08:39:27,3402,2
06.10.2010,08:39:45,3402,1
06.10.2010,08:40:00,3402,1
06.10.2010,08:40:11,3401.5,3
06.10.2010,08:40:11,3402,9
06.10.2010,08:40:18,3401,6
06.10.2010,08:40:18,3401,1
06.10.2010,08:40:18,3401,2
06.10.2010,08:40:18,3401,1
06.10.2010,08:40:19,3401,1
06.10.2010,08:40:19,3400.5,1
06.10.2010,08:40:22,3400.5,3
06.10.2010,08:40:22,3400.5,1
06.10.2010,08:40:23,3400,1
06.10.2010,08:40:23,3400.5,3
06.10.2010,08:40:23,3400,1
06.10.2010,08:40:24,3400,1
06.10.2010,08:40:28,3399.5,1
06.10.2010,08:40:29,3400,1
06.10.2010,08:40:30,3399.5,6
06.10.2010,08:40:30,3399.5,2
